TTI,UE0,UE1,UE2,UE3,UE4,UE5,UE6,UE7,UE8,UE9,UE10,UE11
1,9224,7808,7808,9224,0,0,0,0,0,0,0,0
2,0,0,0,0,9224,11016,6016,7808,0,0,0,0
3,0,0,0,0,0,0,0,0,7808,4736,9224,7808
4,9224,7808,7808,9224,0,0,0,0,0,0,0,0
5,0,0,0,0,9224,11016,6016,7808,0,0,0,0
6,0,0,0,0,0,0,0,0,7808,4736,9224,7808
7,9224,7808,7808,9224,0,0,0,0,0,0,0,0
8,0,0,0,0,9224,11016,6016,7808,0,0,0,0
9,0,0,0,0,0,0,0,0,7808,4736,9224,7808
10,9224,7808,7808,9224,0,0,0,0,0,0,0,0
11,0,0,0,0,9224,11016,6016,7808,0,0,0,0
12,0,0,0,0,0,0,0,0,7808,4736,9224,7808
13,9224,7808,7808,9224,0,0,0,0,0,0,0,0
14,0,0,0,0,9224,11016,6016,7808,0,0,0,0
15,0,0,0,0,0,0,0,0,7808,4736,9224,7808
16,9224,7808,7808,9224,0,0,0,0,0,0,0,0
17,0,0,0,0,9224,11016,6016,7808,0,0,0,0
18,0,0,0,0,0,0,0,0,7808,4736,9224,7808
19,9224,7808,7808,9224,0,0,0,0,0,0,0,0
20,0,0,0,0,9224,11016,6016,7808,0,0,0,0
21,0,0,0,0,0,0,0,0,6016,11016,6016,11016
22,7808,11016,11016,11016,0,0,0,0,0,0,0,0
23,0,0,0,0,4736,9224,6016,4736,0,0,0,0
24,0,0,0,0,0,0,0,0,6016,11016,6016,11016
25,7808,11016,11016,11016,0,0,0,0,0,0,0,0
26,0,0,0,0,4736,9224,6016,4736,0,0,0,0
27,0,0,0,0,0,0,0,0,6016,11016,6016,11016
28,7808,11016,11016,11016,0,0,0,0,0,0,0,0
29,0,0,0,0,4736,9224,6016,4736,0,0,0,0
30,0,0,0,0,0,0,0,0,6016,11016,6016,11016
31,7808,11016,11016,11016,0,0,0,0,0,0,0,0
32,0,0,0,0,4736,9224,6016,4736,0,0,0,0
33,0,0,0,0,0,0,0,0,6016,11016,6016,11016
34,7808,11016,11016,11016,0,0,0,0,0,0,0,0
35,0,0,0,0,4736,9224,6016,4736,0,0,0,0
36,0,0,0,0,0,0,0,0,6016,11016,6016,11016
37,7808,11016,11016,11016,0,0,0,0,0,0,0,0
38,0,0,0,0,4736,9224,6016,4736,0,0,0,0
39,0,0,0,0,0,0,0,0,6016,11016,6016,11016
40,7808,11016,11016,11016,0,0,0,0,0,0,0,0
41,0,0,0,0,11016,11016,7808,6016,0,0,0,0
42,0,0,0,0,0,0,0,0,4736,11016,11016,7808
43,4736,4736,6016,7808,0,0,0,0,0,0,0,0
44,0,0,0,0,11016,11016,7808,6016,0,0,0,0
45,0,0,0,0,0,0,0,0,4736,11016,11016,7808
46,4736,4736,6016,7808,0,0,0,0,0,0,0,0
47,0,0,0,0,11016,11016,7808,6016,0,0,0,0
48,0,0,0,0,0,0,0,0,4736,11016,11016,7808
49,4736,4736,6016,7808,0,0,0,0,0,0,0,0
50,0,0,0,0,11016,11016,7808,6016,0,0,0,0
51,0,0,0,0,0,0,0,0,4736,11016,11016,7808
52,4736,4736,6016,7808,0,0,0,0,0,0,0,0
53,0,0,0,0,11016,11016,7808,6016,0,0,0,0
54,0,0,0,0,0,0,0,0,4736,11016,11016,7808
55,4736,4736,6016,7808,0,0,0,0,0,0,0,0
56,0,0,0,0,11016,11016,7808,6016,0,0,0,0
57,0,0,0,0,0,0,0,0,4736,11016,11016,7808
58,4736,4736,6016,7808,0,0,0,0,0,0,0,0
59,0,0,0,0,11016,11016,7808,6016,0,0,0,0
60,0,0,0,0,0,0,0,0,4736,11016,11016,7808
61,11016,11016,6016,4736,0,0,0,0,0,0,0,0
62,0,0,0,0,7808,7808,11016,7808,0,0,0,0
63,0,0,0,0,0,0,0,0,4736,7808,9224,6016
64,11016,11016,6016,4736,0,0,0,0,0,0,0,0
65,0,0,0,0,7808,7808,11016,7808,0,0,0,0
66,0,0,0,0,0,0,0,0,4736,7808,9224,6016
67,11016,11016,6016,4736,0,0,0,0,0,0,0,0
68,0,0,0,0,7808,7808,11016,7808,0,0,0,0
69,0,0,0,0,0,0,0,0,4736,7808,9224,6016
70,11016,11016,6016,4736,0,0,0,0,0,0,0,0
71,0,0,0,0,7808,7808,11016,7808,0,0,0,0
72,0,0,0,0,0,0,0,0,4736,7808,9224,6016
73,11016,11016,6016,4736,0,0,0,0,0,0,0,0
74,0,0,0,0,7808,7808,11016,7808,0,0,0,0
75,0,0,0,0,0,0,0,0,4736,7808,9224,6016
76,11016,11016,6016,4736,0,0,0,0,0,0,0,0
77,0,0,0,0,7808,7808,11016,7808,0,0,0,0
78,0,0,0,0,0,0,0,0,4736,7808,9224,6016
79,11016,11016,6016,4736,0,0,0,0,0,0,0,0
80,0,0,0,0,7808,7808,11016,7808,0,0,0,0
81,0,0,0,0,0,0,0,0,7808,4736,4736,7808
82,7808,7808,9224,7808,0,0,0,0,0,0,0,0
83,0,0,0,0,6016,6016,7808,9224,0,0,0,0
84,0,0,0,0,0,0,0,0,7808,4736,4736,7808
85,7808,7808,9224,7808,0,0,0,0,0,0,0,0
86,0,0,0,0,6016,6016,7808,9224,0,0,0,0
87,0,0,0,0,0,0,0,0,7808,4736,4736,7808
88,7808,7808,9224,7808,0,0,0,0,0,0,0,0
89,0,0,0,0,6016,6016,7808,9224,0,0,0,0
90,0,0,0,0,0,0,0,0,7808,4736,4736,7808
91,7808,7808,9224,7808,0,0,0,0,0,0,0,0
